name,vuln-id,published,modified,source,severity,vuln-type,vuln-descript,cve-id,vuln-solution
IBM PowerSC 授权问题漏洞,CNNVD-202402-100,2024-02-02,2024-02-04,,中危,授权问题,IBM PowerSC是美国国际商业机器（IBM）公司的一款用于IBM Power Systems服务器的安全和合规性解决方案。 IBM PowerSC 1.3 版本、2.0 版本和 2.1 版本存在授权问题漏洞，该漏洞源于不提供注销功能，该功能可能允许经过身份验证的用户使用会话固定来访问未经授权的用户。,CVE-2023-50941,
open-irs 信息泄露漏洞,CNNVD-202402-155,2024-02-02,2024-02-18,,超危,信息泄露,Degamisu open-irs是日本Degamisu公司的一个问题响应机器人，用于响应已安装存储库中的问题。 open-irs 存在信息泄露漏洞，该漏洞源于使用 git 操作时意外上传了 .env 文件。,CVE-2024-24757,
Miro Desktop 代码注入漏洞,CNNVD-202402-090,2024-02-02,2024-03-11,,超危,代码注入,Miro Desktop是Miro公司的一款用于团队协作和远程工作的桌面应用程序。 Miro Desktop 0.8.18版本存在代码注入漏洞，该漏洞源于允许 Electron 代码注入。,CVE-2024-23746,
IBM Operational Decision Manager 代码问题漏洞,CNNVD-202402-088,2024-02-02,2024-02-05,,超危,代码问题,IBM Operational Decision Manager是美国国际商业机器（IBM）公司的一种决策管理解决方案，用于帮助组织更好地管理和执行业务规则和决策。 IBM Operational Decision Manager 8.10.3 版本、8.10.4 版本、8.10.5.1 版本、8.11 版本、8.11.0.1 版本和 8.12.0.1 版本存在代码问题漏洞，该漏洞源于通过发送特制请求，可以在 SYSTEM 环境中执行任意代码。,CVE-2024-22320,
IBM Tivoli Application Dependency Discovery Manager 权限许可和访问控制问题漏洞,CNNVD-202402-142,2024-02-02,2024-02-05,,高危,权限许可和访问控制问题,IBM Tivoli Application Dependency Discovery Manager（TADDM）是美国国际商业机器（IBM）公司的一套IT服务管理解决方案中的产品。该产品提供了健全的自动化应用程序映射和发现，帮助管理员了解业务应用程序的结构、状态、配置和变更历史记录。 IBM Tivoli Application Dependency Discovery Manager 7.3.0.0 版本到 7.3.0.10 版本存在权限许可和访问控制问题漏洞，该漏洞源于可能允许组织本地网络上的攻击者因未经授权的 API 访问而升级其权限。,CVE-2023-47142,
QNAP 多款产品命令注入漏洞,CNNVD-202402-182,2024-02-02,2024-02-07,,高危,命令注入,QNAP Systems QuTScloud等都是中国威联通科技（QNAP Systems）公司的产品。QNAP Systems QuTScloud是一种 QNAP NAS 操作系统的云端优化版本。QNAP Systems QTS是一个入门到中阶QNAP NAS 使用的操作系统。QNAP Systems QuTS hero是一个操作系统。 QNAP 多款产品存在命令注入漏洞，该漏洞源于存在操作系统命令注入漏洞。该漏洞可能允许经过身份验证的管理员通过网络执行命令。以下产品及版本受到影响：QTS 5.1.4.2596 版本之前，QuTS hero h5.1.4.2596 版本之前，QuTScloud c5.1.5.2651 版本之前。,CVE-2023-41283,
National Keep CyberMath 代码问题漏洞,CNNVD-202402-148,2024-02-02,2024-02-05,,超危,代码问题,National Keep CyberMath是National Keep公司的一个适用于企业的网络安全风险分析工具。 National Keep CyberMath v1.4版本至v1.5版本存在代码问题漏洞，该漏洞源于存在危险类型文件不受限制上传问题，允许将Web Shell上传到Web服务器。,CVE-2023-6675,
IBM PowerSC 代码问题漏洞,CNNVD-202402-105,2024-02-02,2024-02-04,,高危,代码问题,IBM PowerSC是美国国际商业机器（IBM）公司的一款用于IBM Power Systems服务器的安全和合规性解决方案。 IBM PowerSC 1.3 版本、2.0 版本和 2.1 版本存在代码问题漏洞，该漏洞源于注销后不会使会话失效，这可能允许经过身份验证的用户冒充系统上的另一个用户。,CVE-2023-50936,
AVEVA Edge 代码问题漏洞,CNNVD-202402-080,2024-02-02,2024-03-01,,高危,代码问题,AVEVA Edge是英国剑维软件（AVEVA）公司的一款高度可扩展、灵活的 HMI/SCADA 软件。 AVEVA Edge 2020 R2 SP2及之前版本存在代码问题漏洞，该漏洞源于存在不受控制的搜索路径元素，攻击者利用该漏洞可以加载不安全的DLL来实现任意代码执行和权限升级。,CVE-2023-6132,
IBM Storage Ceph 输入验证错误漏洞,CNNVD-202402-089,2024-02-02,2024-02-05,,低危,输入验证错误,IBM Storage Ceph是美国国际商业机器（IBM）公司的 IBM 支持的开源软件定义存储平台，可在单个系统中提供可扩展的对象、块和文件存储。 IBM Storage Ceph 5.3z1、5.3z5 和 6.1z1 版本存在输入验证错误漏洞，该漏洞源于可能允许网络上经过身份验证的用户导致 RGW 拒绝服务。,CVE-2023-46159,
IBM Aspera Faspex 跨站脚本漏洞,CNNVD-202402-082,2024-02-02,2024-02-05,,中危,跨站脚本,IBM Aspera是美国国际商业机器（IBM）公司的一套基于IBM FASP协议构建的快速文件传输和流解决方案。 IBM Aspera Faspex 5.0.6 版本存在跨站脚本漏洞，该漏洞源于容易受到存储型跨站脚本攻击。攻击者利用该漏洞可以 Web UI 中嵌入任意 JavaScript 代码，从而改变预期功能，可能导致在受信任的会话中发生凭据泄露。,CVE-2022-40744,
QNAP 多款产品操作系统命令注入漏洞,CNNVD-202402-169,2024-02-02,2024-02-19,,中危,授权问题,QNAP Systems QuTScloud等都是中国威联通科技（QNAP Systems）公司的产品。QNAP Systems QuTScloud是一种 QNAP NAS 操作系统的云端优化版本。QNAP Systems QTS是一个入门到中阶QNAP NAS 使用的操作系统。QNAP Systems QuTS hero是一个操作系统。 QNAP 多款产品存在操作系统命令注入漏洞，该漏洞源于存在操作系统命令注入漏洞。该漏洞可能允许经过身份验证的管理员通过网络执行命令。以下产品及版本受到影响：QTS 5.1.5.2645 版本之前，QTS 4.5.4.2627 版本之前，QuTS hero h5.1.5.2647 版本之前，QuTS hero h4.5.4.2626 版本之前，QuTScloud c5.1.5.2651 版本之前。,CVE-2023-47567,
IBM PowerSC 授权问题漏洞,CNNVD-202402-099,2024-02-02,2024-02-04,,中危,授权问题,IBM PowerSC是美国国际商业机器（IBM）公司的一款用于IBM Power Systems服务器的安全和合规性解决方案。 IBM PowerSC 1.3 版本、2.0 版本和 2.1 版本存在授权问题漏洞，该漏洞源于与双因素身份验证方案的好处相比，使用单因素身份验证可能会导致不必要的妥协风险。,CVE-2023-50934,
QNAP 多款产品操作系统命令注入漏洞,CNNVD-202402-170,2024-02-02,2024-02-07,,高危,授权问题,QNAP Systems QuTScloud等都是中国威联通科技（QNAP Systems）公司的产品。QNAP Systems QuTScloud是一种 QNAP NAS 操作系统的云端优化版本。QNAP Systems QTS是一个入门到中阶QNAP NAS 使用的操作系统。QNAP Systems QuTS hero是一个操作系统。 QNAP 多款产品存在操作系统命令注入漏洞，该漏洞源于存在操作系统命令注入漏洞。该漏洞可能允许经过身份验证的管理员通过网络执行命令。以下产品及版本受到影响：QTS 5.1.5.2645 版本之前，QuTS hero h5.1.5.2647 版本之前，QuTScloud c5.1.5.2651 版本之前。,CVE-2023-47566,
QNAP 多款产品 操作系统命令注入漏洞,CNNVD-202402-183,2024-02-02,2024-02-07,,高危,授权问题,QNAP Systems QTS是中国威联通科技（QNAP Systems）公司的一个入门到中阶QNAP NAS 使用的操作系统。 QNAP 多款产品存在安全漏洞，该漏洞源于存在操作系统命令注入漏洞。该漏洞可能允许经过身份验证的管理员通过网络执行命令。以下产品及版本受到影响：QTS 5.1.4.2596 版本之前，QuTS hero h5.1.4.2596 版本之前，QuTScloud c5.1.5.2651 版本之前。,CVE-2023-41282,
PanteraSoft HDD Health 代码问题漏洞,CNNVD-202402-139,2024-02-02,2024-02-19,,高危,代码问题,PanteraSoft HDD Health是PanteraSoft公司的一款紧凑的免费软件。 PanteraSoft HDD Health 4.2.0.112及之前版本存在代码问题漏洞，该漏洞源于存在搜索路径或未加引号的项目漏洞，可能允许本地攻击者存储恶意可执行文件，从而导致权限升级。,CVE-2024-1201,
XAMPP 缓冲区错误漏洞,CNNVD-202402-113,2024-02-02,2024-02-19,,超危,缓冲区错误,XAMPP是一个易于安装的 Apache 发行版，包含 MariaDB、PHP 和 Perl。该产品主要用于构建网页服务器。 XAMPP 8.2.4及之前版本存在缓冲区错误漏洞。攻击者可以通过控制结构化异常处理程序的长文件调试参数执行任意代码。,CVE-2024-0338,
mailcow 资源管理错误漏洞,CNNVD-202402-161,2024-02-02,2024-02-19,,低危,资源管理错误,mailcow是一个邮件服务器套件。 mailcow存在资源管理错误漏洞，该漏洞源于一旦有效载荷在logo中成功上传，应用程序就会变慢并且在管理页面中不响应。,CVE-2024-23824,
HCL Technologies HCL BigFix Platform 跨站脚本漏洞,CNNVD-202402-211,2024-02-02,2024-02-18,,中危,跨站脚本,HCL Technologies HCL BigFix Platform是美国HCL Technologies公司的一套端点安全管理平台。该平台支持自动发现、管理和修复端点安全问题。 HCL BigFix Platform存在安全漏洞，该漏洞源于缺少特定的 http 标头属性。攻击者利用该漏洞执行跨站脚本攻击。,CVE-2024-23553,
Solar-Log GmbH Base 跨站脚本漏洞,CNNVD-202402-102,2024-02-02,2024-02-19,,中危,跨站脚本,Solar-Log GmbH是德国Solar-Log公司的一个用于监控光伏电站的数据记录器。 Solar-Log GmbH Base 15 6.0.1 Build 161固件版本存在跨站脚本漏洞，该漏洞源于允许攻击者利用 Web 门户中的switch group函数提升其权限。,CVE-2023-46344,
Dash 跨站脚本漏洞,CNNVD-202402-083,2024-02-02,2024-03-07,,中危,跨站脚本,plotly Dash是plotly公司的一款适用于 Python 的数据应用程序和仪表板。 Dash存在跨站脚本漏洞。攻击者利用该漏洞可以窃取数据。,CVE-2024-21485,
National Keep CyberMath 跨站请求伪造漏洞,CNNVD-202402-146,2024-02-02,2024-02-04,,高危,跨站请求伪造,National Keep CyberMath是National Keep公司的一个适用于企业的网络安全风险分析工具。 National Keep CyberMath v1.4版本至v1.5版本存在跨站请求伪造漏洞，该漏洞源于容易受到跨站请求伪造(CSRF)攻击。,CVE-2023-6676,
QNAP 多款产品 路径遍历漏洞,CNNVD-202402-179,2024-02-02,2024-02-07,,中危,路径遍历,QNAP Systems QTS是中国威联通科技（QNAP Systems）公司的一个入门到中阶QNAP NAS 使用的操作系统。 QNAP 多款产品存在路径遍历漏洞，该漏洞源于存在路径遍历漏洞。该漏洞可能允许经过身份验证的管理员读取意外文件的内容并通过网络暴露敏感数据。以下产品及版本受到影响：QTS 5.1.5.2645 版本之前，QuTS hero h5.1.5.2647 版本之前，QuTScloud c5.1.5.2651 版本之前。,CVE-2023-45027,
QNAP 多款产品命令注入漏洞,CNNVD-202402-180,2024-02-02,2024-02-19,,超危,命令注入,QNAP Systems QuTScloud等都是中国威联通科技（QNAP Systems）公司的产品。QNAP Systems QuTScloud是一种 QNAP NAS 操作系统的云端优化版本。QNAP Systems QTS是一个入门到中阶QNAP NAS 使用的操作系统。QNAP Systems QuTS hero是一个操作系统。 QNAP 多款产品存在命令注入漏洞，该漏洞源于存在操作系统命令注入漏洞。该漏洞可能允许用户通过网络执行命令。以下产品及版本受到影响：QTS 5.1.4.2596 版本之前，QTS 4.5.4.2627 版本之前，QuTS hero h5.1.4.2596 版本之前，QuTS hero h4.5.4.2626 版本之前，QuTScloud c5.1.5.2651 版本之前。,CVE-2023-45025,
IBM PowerSC 加密问题漏洞,CNNVD-202402-109,2024-02-02,2024-02-04,,高危,加密问题,IBM PowerSC是美国国际商业机器（IBM）公司的一款用于IBM Power Systems服务器的安全和合规性解决方案。 IBM PowerSC 1.3 版本、2.0 版本和 2.1 版本存在加密问题漏洞，该漏洞源于使用比预期弱的加密算法，可能允许攻击者解密高度敏感的信息。,CVE-2023-50937,
QNAP Systems Photo Station 跨站脚本漏洞,CNNVD-202402-173,2024-02-02,2024-02-19,,中危,跨站脚本,QNAP Systems Photo Station是中国威联通科技（QNAP Systems）公司的一个线上相册。用于整理 Qnap Nas 上的多媒体内容（相片和影片）。 QNAP Systems Photo Station 6.4.2 版本之前存在跨站脚本漏洞，该漏洞源于存在跨站脚本 (XSS) 漏洞。该漏洞可能允许经过身份验证的用户通过网络注入恶意代码。,CVE-2023-47561,
QNAP 多款产品操作系统命令注入漏洞,CNNVD-202402-194,2024-02-02,2024-02-07,,高危,授权问题,QNAP Systems QuTScloud等都是中国威联通科技（QNAP Systems）公司的产品。QNAP Systems QuTScloud是一种 QNAP NAS 操作系统的云端优化版本。QNAP Systems QTS是一个入门到中阶QNAP NAS 使用的操作系统。QNAP Systems QuTS hero是一个操作系统。 QNAP 多款产品存在操作系统命令注入漏洞，该漏洞源于存在操作系统命令注入漏洞。该漏洞可能允许经过身份验证的管理员通过网络执行命令。以下产品及版本受到影响：QTS 5.1.3.2578 版本之前，QuTS hero h5.1.3.2578 版本之前，QuTScloud c5.1.5.2651 版本之前。,CVE-2023-39302,
ManageEngine SQL注入漏洞,CNNVD-202402-144,2024-02-02,2024-02-18,,高危,SQL注入,ManageEngine是ManageEngine公司的一系列IT管理解决方案。 ManageEngine ADAudit Plus 7270及之前版本存在安全漏洞，该漏洞源于容易受到经过身份验证的SQL注入攻击。,CVE-2024-0269,
IBM Maximo Asset Management 访问控制错误漏洞,CNNVD-202402-107,2024-02-02,2024-02-05,,中危,授权问题,IBM Maximo Asset Management是美国国际商业机器（IBM）公司的一套综合性资产生命周期和维护管理解决方案。该方案能够在一个平台上管理所有类型的资产，如设施、交通运输等，并对这些资产实现单点控制。 IBM Maximo Asset Management 7.6.1.3 版本存在访问控制错误漏洞，该漏洞源于访问控制不当，可能允许远程攻击者登录管理面板。,CVE-2023-32333,
OpenHarmony 缓冲区错误漏洞,CNNVD-202402-132,2024-02-02,2024-02-07,,中危,缓冲区错误,OpenHarmony是中国开放原子开源基金会（OpenAtom Foundation）基金会的一种鸿蒙操作系统的开源项目。 OpenHarmony v3.2.4 版本及之前版本存在安全漏洞，该漏洞源于存在越界读取问题，导致信息泄露。,CVE-2023-43756,
BandR Industrial Automation Studio 代码注入漏洞,CNNVD-202402-131,2024-02-02,2024-02-18,,高危,代码注入,BandR Industrial Automation Studio是奥地利贝加莱工业自动化（BandR Industrial Automation）公司的一套集成开发环境（IDE），用于开发和编程其自动化解决方案。 BandR Industrial Automation Studio 4.0到4.12版本存在代码注入漏洞，该漏洞源于允许本地执行代码。,CVE-2021-22282,
QNAP 多款产品代码问题漏洞,CNNVD-202402-191,2024-02-02,2024-02-07,,中危,代码问题,QNAP Systems QuTScloud等都是中国威联通科技（QNAP Systems）公司的产品。QNAP Systems QuTScloud是一种 QNAP NAS 操作系统的云端优化版本。QNAP Systems QTS是一个入门到中阶QNAP NAS 使用的操作系统。QNAP Systems QuTS hero是一个操作系统。 QNAP 多款产品存在代码问题漏洞，该漏洞源于存在空指针解引用漏洞。该漏洞可能允许经过身份验证的管理员通过网络发起拒绝服务 (DoS) 攻击。以下产品及版本受到影响：QTS 5.1.2.2533 版本之前，QuTS hero h5.1.2.2534 版本之前，QuTScloud c5.1.5.2651 版本之前。,CVE-2023-41274,
